ID	specialConditions	Go_Annotation	Go_Annotaion_Type	SourceType	Go_Annotaion_Name
ybiX		GO:0051213	F	IEA	dioxygenase activity
ybiX		GO:0016706	F	IEA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
ybiX		GO:0016706	F	IEA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
ybiX		GO:0016705	F	IEA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ybiX		GO:0005506	F	IEA	iron ion binding
ybiX		GO:0005506	F	IEA	iron ion binding
ybiX		GO:0006879	P	IEP	cellular iron ion homeostasis
ybiX		GO:0055114	P	IEA	oxidation-reduction process
ybiX		GO:0055114	P	IEA	oxidation-reduction process
ybiX		GO:0055114	P	IEA	oxidation-reduction process
ybiX		GO:0046872	F	IEA	metal ion binding
ybiX		GO:0031418	F	IEA	L-ascorbic acid binding
ybiX		GO:0031418	F	IEA	L-ascorbic acid binding
ybiX		GO:0016491	F	IEA	oxidoreductase activity
ybiX		GO:0016491	F	IEA	oxidoreductase activity
fiu		GO:0055072	P	IEA	iron ion homeostasis
fiu		GO:0016020	C	IEA	membrane
fiu		GO:0016020	C	IEA	membrane
fiu		GO:0006810	P	IEA	transport
fiu		GO:0006810	P	IEA	transport
fiu		GO:0006811	P	IEA	ion transport
fiu		GO:0005506	F	IEA	iron ion binding
fiu		GO:0016021	C	IEA	integral to membrane
fiu		GO:0016021	C	IEA	integral to membrane
fiu		GO:0015891	P	IEA	siderophore transport
fiu		GO:0004872	F	IEA	receptor activity
fiu		GO:0009279	C	IEA	cell outer membrane
fiu		GO:0009279	C	IEA	cell outer membrane
fiu		GO:0009279	C	IEA	cell outer membrane
fiu		GO:0009279	C	IDA	cell outer membrane
mcbA		GO:0042597	C	IEA	periplasmic space
mcbA		GO:0042597	C	IEA	periplasmic space
mcbA		GO:0031236	C	RCA	extrinsic to external side of plasma membrane, in periplasmic space
mcbA		GO:0009242	P	IMP	colanic acid biosynthetic process
rlmF		GO:0032259	P	IEA	methylation
rlmF		GO:0016740	F	IEA	transferase activity
rlmF		GO:0008988	F	IEA	rRNA (adenine-N6-)-methyltransferase activity
rlmF		GO:0008988	F	IEA	rRNA (adenine-N6-)-methyltransferase activity
rlmF		GO:0008168	F	IEA	methyltransferase activity
rlmF		GO:0008168	F	IEA	methyltransferase activity
rlmF		GO:0006364	P	IEA	rRNA processing
rlmF		GO:0006364	P	IEA	rRNA processing
rlmF		GO:0006364	P	IEA	rRNA processing
rlmF		GO:0052907	F	IEA	23S rRNA (adenine(1618)-N(6))-methyltransferase activity
rlmF		GO:0052907	F	IDA	23S rRNA (adenine(1618)-N(6))-methyltransferase activity
rlmF		GO:0070475	P	IMP	rRNA base methylation
rlmF		GO:0005737	C	IEA	cytoplasm
rlmF		GO:0005737	C	IEA	cytoplasm
rlmF		GO:0005737	C	IEA	cytoplasm
rlmF		GO:0005737	C	IEA	cytoplasm
opgE		GO:0005887	C	RCA	integral to plasma membrane
opgE		GO:0008484	F	IEA	sulfuric ester hydrolase activity
opgE		GO:0008152	P	IEA	metabolic process
opgE		GO:0003824	F	IEA	catalytic activity
opgE		GO:0016740	F	IEA	transferase activity
opgE		GO:0016740	F	IGI	transferase activity
opgE		GO:0005886	C	IEA	plasma membrane
opgE		GO:0005886	C	IEA	plasma membrane
opgE		GO:0005886	C	IEA	plasma membrane
opgE		GO:0005886	C	IDA	plasma membrane
opgE		GO:0016021	C	IEA	integral to membrane
opgE		GO:0016020	C	IEA	membrane
mntR		GO:0005515	F	IPI	protein binding
mntR		GO:0005515	F	IPI	protein binding
mntR		GO:0005515	F	IPI	protein binding
mntR		GO:0005515	F	IPI	protein binding
mntR		GO:0005515	F	IPI	protein binding
mntR		GO:0046914	F	IEA	transition metal ion binding
mntR		GO:0006355	P	IEA	regulation of transcription, DNA-dependent
mntR		GO:0006355	P	IEA	regulation of transcription, DNA-dependent
mntR		GO:0006351	P	IEA	transcription, DNA-dependent
mntR		GO:0046983	F	IEA	protein dimerization activity
mntR		GO:0003677	F	IEA	DNA binding
mntR		GO:0003677	F	IEA	DNA binding
mntR		GO:2000144	P	IEP	positive regulation of transcription initiation, DNA-dependent
mntR		GO:2000144	P	ISS	positive regulation of transcription initiation, DNA-dependent
mntR		GO:0045892	P	ISS	negative regulation of transcription, DNA-dependent
mntR		GO:0045892	P	IDA	negative regulation of transcription, DNA-dependent
mntR		GO:0005737	C	IEA	cytoplasm
mntR		GO:0005737	C	IEA	cytoplasm
mntR		GO:0003700	F	IEA	sequence-specific DNA binding transcription factor activity
mntR		GO:0003700	F	ISS	sequence-specific DNA binding transcription factor activity
mntR		GO:0003700	F	IDA	sequence-specific DNA binding transcription factor activity
ldtB		GO:0071555	P	IEA	cell wall organization
ldtB		GO:0006508	P	IMP	proteolysis
ldtB		GO:0006508	P	IMP	proteolysis
ldtB		GO:0016787	F	IEA	hydrolase activity
ldtB		GO:0016740	F	IEA	transferase activity
ldtB		GO:0016740	F	IEA	transferase activity
ldtB		GO:0009252	P	IEA	peptidoglycan biosynthetic process
ldtB		GO:0009252	P	IEA	peptidoglycan biosynthetic process
ldtB		GO:0071972	F	IMP	peptidoglycan L,D-transpeptidase activity
ldtB		GO:0016757	F	IEA	transferase activity, transferring glycosyl groups
ldtB		GO:0008360	P	IEA	regulation of cell shape
ldtB		GO:0043164	P	IMP	Gram-negative-bacterium-type cell wall biogenesis
ldtB		GO:0043164	P	IMP	Gram-negative-bacterium-type cell wall biogenesis
ldtB		GO:0018104	P	IMP	peptidoglycan-protein cross-linking
ldtB		GO:0018104	P	IMP	peptidoglycan-protein cross-linking
ldtB		GO:0016755	F	IMP	transferase activity, transferring amino-acyl groups
ldtB		GO:0016755	F	IMP	transferase activity, transferring amino-acyl groups
ldtB		GO:0016807	F	IMP	cysteine-type carboxypeptidase activity
ldtB		GO:0016807	F	IMP	cysteine-type carboxypeptidase activity
ldtB		GO:0042597	C	IEA	periplasmic space
ldtB		GO:0042597	C	IEA	periplasmic space
ldtB		GO:0042597	C	IDA	periplasmic space
ybiT		GO:0008152	P	IEA	metabolic process
ybiT		GO:0005515	F	IPI	protein binding
ybiT		GO:0005515	F	IPI	protein binding
ybiT		GO:0016887	F	IEA	ATPase activity
ybiT		GO:0009409	P	IEP	response to cold
ybiT		GO:0006810	P	IEA	transport
ybiT		GO:0006810	P	RCA	transport
ybiT		GO:0005524	F	IEA	ATP binding
ybiT		GO:0005524	F	IEA	ATP binding
ybiT		GO:0005524	F	RCA	ATP binding
ybiT		GO:0000166	F	IEA	nucleotide binding
ybiV		GO:0016311	P	IBA	dephosphorylation
ybiV		GO:0044283	P	IBA	small molecule biosynthetic process
ybiV		GO:0005737	C	IBA	cytoplasm
ybiV		GO:0046872	F	IEA	metal ion binding
ybiV		GO:0016787	F	IEA	hydrolase activity
ybiV		GO:0016787	F	IEA	hydrolase activity
ybiV		GO:0003824	F	IEA	catalytic activity
ybiV		GO:0008152	P	IEA	metabolic process
ybiV		GO:0000287	F	IDA	magnesium ion binding
ybiV		GO:0050308	F	IEA	sugar-phosphatase activity
ybiV		GO:0050308	F	IDA	sugar-phosphatase activity
ybiW		GO:0016407	F	IBA	acetyltransferase activity
ybiW		GO:0005975	P	IEA	carbohydrate metabolic process
ybiW		GO:0005829	C	IDA	cytosol
ybiW		GO:0008152	P	IEA	metabolic process
ybiW		GO:0003824	F	IEA	catalytic activity
ybiW		GO:0016740	F	IEA	transferase activity
ybiW		GO:0008861	F	IEA	formate C-acetyltransferase activity
ybiW		GO:0008861	F	IEA	formate C-acetyltransferase activity
ybiW		GO:0016746	F	IEA	transferase activity, transferring acyl groups
ybiW		GO:0005737	C	IEA	cytoplasm
ybiW		GO:0005737	C	IEA	cytoplasm
ybiW		GO:0005737	C	IEA	cytoplasm
ybiY		GO:0006006	P	IEA	glucose metabolic process
ybiY		GO:0003824	F	IEA	catalytic activity
ybiY		GO:0055114	P	IEA	oxidation-reduction process
ybiY		GO:0055114	P	IEA	oxidation-reduction process
ybiY		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
ybiY		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
ybiY		GO:0051536	F	IEA	iron-sulfur cluster binding
ybiY		GO:0051536	F	IEA	iron-sulfur cluster binding
ybiY		GO:0046872	F	IEA	metal ion binding
ybiY		GO:0043365	F	IEA	[formate-C-acetyltransferase]-activating enzyme activity
ybiY		GO:0016491	F	IEA	oxidoreductase activity
ybiY		GO:0016491	F	IEA	oxidoreductase activity
ybiY		GO:0016491	F	IBA	oxidoreductase activity
ybiY		GO:0005737	C	IEA	cytoplasm
ybiY		GO:0005737	C	IEA	cytoplasm
fsaA		GO:0016832	F	IEA	aldehyde-lyase activity
fsaA		GO:0016832	F	IEA	aldehyde-lyase activity
fsaA		GO:0016829	F	IEA	lyase activity
fsaA		GO:0003824	F	IEA	catalytic activity
fsaA		GO:0006000	P	IEA	fructose metabolic process
fsaA		GO:0005975	P	IEA	carbohydrate metabolic process
fsaA		GO:0005975	P	IEA	carbohydrate metabolic process
fsaA		GO:0097023	F	IDA	fructose 6-phosphate aldolase activity
fsaA		GO:0005737	C	IEA	cytoplasm
fsaA		GO:0005737	C	IEA	cytoplasm
fsaA		GO:0005737	C	IEA	cytoplasm
pdeI		GO:0008152	P	IEA	metabolic process
pdeI		GO:0008152	P	IEA	metabolic process
pdeI		GO:0071111	F	IEA	cyclic-guanylate-specific phosphodiesterase activity
pdeI		GO:0016787	F	IEA	hydrolase activity
dgcI		GO:0005886	C	IEA	plasma membrane
dgcI		GO:0005886	C	IEA	plasma membrane
dgcI		GO:0005886	C	IDA	plasma membrane
dgcI		GO:0016021	C	IEA	integral to membrane
dgcI		GO:0016020	C	IEA	membrane
rimO		GO:0035600	P	IBA	tRNA methylthiolation
rimO		GO:0005829	C	IDA	cytosol
rimO		GO:0051536	F	IEA	iron-sulfur cluster binding
rimO		GO:0051536	F	IEA	iron-sulfur cluster binding
rimO		GO:0043412	P	IEA	macromolecule modification
rimO		GO:0016740	F	IEA	transferase activity
rimO		GO:0016740	F	IEA	transferase activity
rimO		GO:0016740	F	IEA	transferase activity
rimO		GO:0003824	F	IEA	catalytic activity
rimO		GO:0005506	F	IEA	iron ion binding
rimO		GO:0009451	P	IEA	RNA modification
rimO		GO:0035599	F	IMP	aspartic acid methylthiotransferase activity
rimO		GO:0035599	F	IDA	aspartic acid methylthiotransferase activity
rimO		GO:0035599	F	IMP	aspartic acid methylthiotransferase activity
rimO		GO:0005737	C	IEA	cytoplasm
rimO		GO:0005737	C	IEA	cytoplasm
rimO		GO:0005737	C	IEA	cytoplasm
rimO		GO:0005737	C	IEA	cytoplasm
rimO		GO:0018339	P	IEA	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid
rimO		GO:0018339	P	IEA	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid
rimO		GO:0018339	P	IDA	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid
rimO		GO:0018339	P	IMP	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid
rimO		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
rimO		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
rimO		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
rimO		GO:0051539	F	IDA	4 iron, 4 sulfur cluster binding
rimO		GO:0046872	F	IEA	metal ion binding
bssR		GO:1900190	P	IMP	regulation of single-species biofilm formation
bssR		GO:0010468	P	IEP	regulation of gene expression
yliI		GO:0048038	F	IEA	quinone binding
yliI		GO:0046872	F	IEA	metal ion binding
yliI		GO:0016491	F	IEA	oxidoreductase activity
yliI		GO:0003824	F	IEA	catalytic activity
yliI		GO:0005975	P	IEA	carbohydrate metabolic process
yliI		GO:0016901	F	IEA	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
yliI		GO:0016901	F	IDA	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
yliI		GO:0070968	F	IDA	pyrroloquinoline quinone binding
yliI		GO:0055114	P	IEA	oxidation-reduction process
yliI		GO:0005509	F	IDA	calcium ion binding
yliI		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
gstB		GO:0055114	P	IDA	oxidation-reduction process
gstB		GO:0006749	P	IBA	glutathione metabolic process
gstB		GO:0030611	F	IDA	arsenate reductase activity
gstB		GO:0005829	C	IDA	cytosol
gstB		GO:0042802	F	IPI	identical protein binding
gstB		GO:0005515	F	IPI	protein binding
gstB		GO:0016740	F	IEA	transferase activity
gstB		GO:0004364	F	IEA	glutathione transferase activity
gstB		GO:0004364	F	IDA	glutathione transferase activity
ybjG		GO:0071555	P	IEA	cell wall organization
ybjG		GO:0016787	F	IEA	hydrolase activity
ybjG		GO:0005886	C	IEA	plasma membrane
ybjG		GO:0005886	C	IEA	plasma membrane
ybjG		GO:0005886	C	IEA	plasma membrane
ybjG		GO:0005886	C	IDA	plasma membrane
ybjG		GO:0005886	C	IDA	plasma membrane
ybjG		GO:0046677	P	IEA	response to antibiotic
ybjG		GO:0046677	P	IMP	response to antibiotic
ybjG		GO:0016021	C	IEA	integral to membrane
ybjG		GO:0016020	C	IEA	membrane
ybjG		GO:0008360	P	IEA	regulation of cell shape
ybjG		GO:0050380	F	IEA	undecaprenyl-diphosphatase activity
ybjG		GO:0050380	F	IDA	undecaprenyl-diphosphatase activity
ybjG		GO:0009252	P	IEA	peptidoglycan biosynthetic process
ybjI		GO:0016311	P	IBA	dephosphorylation
ybjI		GO:0005737	C	IBA	cytoplasm
ybjI		GO:0043726	F	IDA	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
ybjI		GO:0009231	P	IEA	riboflavin biosynthetic process
ybjI		GO:0009231	P	IDA	riboflavin biosynthetic process
ybjI		GO:0046872	F	IEA	metal ion binding
ybjI		GO:0008152	P	IEA	metabolic process
ybjI		GO:0003824	F	IEA	catalytic activity
ybjI		GO:0000287	F	IDA	magnesium ion binding
ybjI		GO:0016787	F	IEA	hydrolase activity
ybjI		GO:0016787	F	IEA	hydrolase activity
ybjI		GO:0016791	F	IDA	phosphatase activity
ybjJ		GO:0055085	P	IEA	transmembrane transport
ybjJ		GO:0005886	C	IEA	plasma membrane
ybjJ		GO:0005886	C	IEA	plasma membrane
ybjJ		GO:0005886	C	IEA	plasma membrane
ybjJ		GO:0005886	C	IDA	plasma membrane
ybjJ		GO:0016021	C	IEA	integral to membrane
ybjJ		GO:0016021	C	IEA	integral to membrane
ybjJ		GO:0016020	C	IEA	membrane
rcdA		GO:0006355	P	IEA	regulation of transcription, DNA-dependent
rcdA		GO:0006351	P	IEA	transcription, DNA-dependent
rcdA		GO:0006351	P	IEP	transcription, DNA-dependent
rcdA		GO:0003677	F	IEA	DNA binding
rcdA		GO:0003677	F	IEA	DNA binding
rcdA		GO:0003677	F	IDA	DNA binding
ybjL		GO:0098655	P	IEA	NA
ybjL		GO:0043266	P	IEA	regulation of potassium ion transport
ybjL		GO:0015459	F	IEA	potassium channel regulator activity
ybjL		GO:0005215	F	IEA	transporter activity
ybjL		GO:0008324	F	IEA	cation transmembrane transporter activity
ybjL		GO:0006813	P	IEA	potassium ion transport
ybjL		GO:0005886	C	IEA	plasma membrane
ybjL		GO:0005886	C	IEA	plasma membrane
ybjL		GO:0005886	C	IEA	plasma membrane
ybjL		GO:0005886	C	IDA	plasma membrane
ybjL		GO:0016021	C	IEA	integral to membrane
ybjL		GO:0016020	C	IEA	membrane
ybjL		GO:0006810	P	IEA	transport
ybjM		GO:0005886	C	IEA	plasma membrane
ybjM		GO:0005886	C	IEA	plasma membrane
ybjM		GO:0005886	C	IEA	plasma membrane
ybjM		GO:0005886	C	IDA	plasma membrane
ybjM		GO:0016021	C	IEA	integral to membrane
ybjM		GO:0016021	C	IEA	integral to membrane
ybjM		GO:0016020	C	IEA	membrane
ybjN		GO:1902209	P	IMP	NA
ybjN		GO:0010212	P	IMP	response to ionizing radiation
ybjN		GO:1902208	P	IMP	NA
ybjN		GO:0005515	F	IPI	protein binding
ybjN		GO:1900232	P	IMP	negative regulation of single-species biofilm formation on inanimate substrate
ybjN		GO:0030308	P	IMP	negative regulation of cell growth
ybjN		GO:0009297	P	IMP	pilus assembly
ybjN		GO:1902201	P	IMP	NA
ybjO		GO:0005886	C	IEA	plasma membrane
ybjO		GO:0005886	C	IEA	plasma membrane
ybjO		GO:0005886	C	IEA	plasma membrane
ybjO		GO:0005886	C	IDA	plasma membrane
ybjO		GO:0016021	C	IEA	integral to membrane
ybjO		GO:0016020	C	IEA	membrane
rlmC		GO:0032259	P	IEA	methylation
rlmC		GO:0031167	P	IEA	rRNA methylation
rlmC		GO:0016740	F	IEA	transferase activity
rlmC		GO:0016070	P	IEA	RNA metabolic process
rlmC		GO:0008173	F	IEA	RNA methyltransferase activity
rlmC		GO:0008168	F	IEA	methyltransferase activity
rlmC		GO:0006396	P	IEA	RNA processing
rlmC		GO:0006364	P	IEA	rRNA processing
rlmC		GO:0070041	F	IEA	rRNA (uridine-C5-)-methyltransferase activity
rlmC		GO:0005506	F	IEA	iron ion binding
rlmC		GO:0070475	P	IMP	rRNA base methylation
rlmC		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
rlmC		GO:0051536	F	IEA	iron-sulfur cluster binding
rlmC		GO:0046872	F	IEA	metal ion binding
rlmC		GO:0016436	F	IEA	rRNA (uridine) methyltransferase activity
rlmC		GO:0016436	F	IMP	rRNA (uridine) methyltransferase activity
ybjP		GO:0005886	C	IEA	plasma membrane
ybjP		GO:0005886	C	IEA	plasma membrane
ybjP		GO:0016020	C	IEA	membrane
amiD		GO:0009254	P	IBA	peptidoglycan turnover
amiD		GO:0071555	P	IEA	cell wall organization
amiD		GO:0016787	F	IEA	hydrolase activity
amiD		GO:0046872	F	IEA	metal ion binding
amiD		GO:0016020	C	IEA	membrane
amiD		GO:0009279	C	IEA	cell outer membrane
amiD		GO:0009279	C	IEA	cell outer membrane
amiD		GO:0009279	C	IEA	cell outer membrane
amiD		GO:0009279	C	IEA	cell outer membrane
amiD		GO:0009253	P	IEA	peptidoglycan catabolic process
amiD		GO:0009253	P	IDA	peptidoglycan catabolic process
amiD		GO:0009392	F	IDA	N-acetyl-anhydromuramoyl-L-alanine amidase activity
amiD		GO:0008745	F	IEA	N-acetylmuramoyl-L-alanine amidase activity
amiD		GO:0008745	F	IEA	N-acetylmuramoyl-L-alanine amidase activity
amiD		GO:0008745	F	IDA	N-acetylmuramoyl-L-alanine amidase activity
ybjS		GO:0008152	P	IEA	metabolic process
ybjS		GO:0050662	F	IEA	coenzyme binding
ybjS		GO:0003824	F	IEA	catalytic activity
ybjT		GO:0050662	F	IEA	coenzyme binding
ybjT		GO:0008152	P	IEA	metabolic process
ybjT		GO:0003824	F	IEA	catalytic activity
ybjT		GO:0005886	C	IDA	plasma membrane
hcr		GO:0050660	F	IDA	flavin adenine dinucleotide binding
hcr		GO:0016651	F	IDA	oxidoreductase activity, acting on NADH or NADPH
hcr		GO:0009055	F	IEA	electron carrier activity
hcr		GO:0055114	P	IEA	oxidation-reduction process
hcr		GO:0055114	P	IEA	oxidation-reduction process
hcr		GO:0055114	P	IEA	oxidation-reduction process
hcr		GO:0051537	F	IEA	2 iron, 2 sulfur cluster binding
hcr		GO:0051537	F	IDA	2 iron, 2 sulfur cluster binding
hcr		GO:0051536	F	IEA	iron-sulfur cluster binding
hcr		GO:0051536	F	IEA	iron-sulfur cluster binding
hcr		GO:0046872	F	IEA	metal ion binding
hcr		GO:0016491	F	IEA	oxidoreductase activity
hcr		GO:0016491	F	IEA	oxidoreductase activity
hcp		GO:0016661	F	IEA	oxidoreductase activity, acting on other nitrogenous compounds as donors
hcp		GO:0016491	F	IEA	oxidoreductase activity
hcp		GO:0016491	F	IEA	oxidoreductase activity
hcp		GO:0003824	F	IEA	catalytic activity
hcp		GO:0055114	P	IEA	oxidation-reduction process
hcp		GO:0055114	P	IEA	oxidation-reduction process
hcp		GO:0051537	F	IEA	2 iron, 2 sulfur cluster binding
hcp		GO:0051536	F	IEA	iron-sulfur cluster binding
hcp		GO:0051536	F	IEA	iron-sulfur cluster binding
hcp		GO:0051536	F	IEA	iron-sulfur cluster binding
hcp		GO:0046872	F	IEA	metal ion binding
hcp		GO:0005737	C	IEA	cytoplasm
hcp		GO:0005737	C	IEA	cytoplasm
hcp		GO:0005737	C	IEA	cytoplasm
hcp		GO:0005737	C	IEA	cytoplasm
hcp		GO:0050418	F	IEA	hydroxylamine reductase activity
hcp		GO:0050418	F	IEA	hydroxylamine reductase activity
hcp		GO:0050418	F	IDA	hydroxylamine reductase activity
hcp		GO:0006807	P	IDA	nitrogen compound metabolic process
lysO		GO:0006865	P	IEA	amino acid transport
lysO		GO:0006810	P	IEA	transport
lysO		GO:1903401	P	IMP	NA
lysO		GO:0015661	F	IMP	L-lysine efflux transmembrane transporter activity
lysO		GO:0005887	C	ISM	integral to plasma membrane
lysO		GO:0005886	C	IEA	plasma membrane
lysO		GO:0005886	C	IEA	plasma membrane
lysO		GO:0005886	C	IEA	plasma membrane
lysO		GO:0005886	C	IDA	plasma membrane
lysO		GO:0016021	C	IEA	integral to membrane
lysO		GO:0016020	C	IEA	membrane
ybjD		GO:0006302	P	IBA	double-strand break repair
ybjD		GO:0000731	P	IBA	DNA synthesis involved in DNA repair
ybjD		GO:0005524	F	IEA	ATP binding
ybjD		GO:0000166	F	IEA	nucleotide binding
ybjX		GO:0005829	C	IDA	cytosol
clpS		GO:0006508	P	IEA	proteolysis
clpS		GO:0009408	P	IMP	response to heat
clpS		GO:0030163	P	IEA	protein catabolic process
clpS		GO:0051087	F	IPI	chaperone binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
clpS		GO:0005515	F	IPI	protein binding
ftsK		GO:0033676	F	IMP	double-stranded DNA-dependent ATPase activity
ftsK		GO:0042802	F	IDA	identical protein binding
ftsK		GO:0016021	C	IEA	integral to membrane
ftsK		GO:0016020	C	IEA	membrane
ftsK		GO:0043085	P	IDA	positive regulation of catalytic activity
ftsK		GO:0016887	F	IDA	ATPase activity
ftsK		GO:0043565	F	IDA	sequence-specific DNA binding
ftsK		GO:0043565	F	IMP	sequence-specific DNA binding
ftsK		GO:0005887	C	IDA	integral to plasma membrane
ftsK		GO:0015616	F	IDA	DNA translocase activity
ftsK		GO:0015616	F	IDA	DNA translocase activity
ftsK		GO:0005886	C	IEA	plasma membrane
ftsK		GO:0005886	C	IEA	plasma membrane
ftsK		GO:0005886	C	IEA	plasma membrane
ftsK		GO:0005886	C	IDA	plasma membrane
ftsK		GO:0051301	P	IEA	cell division
ftsK		GO:0051301	P	IMP	cell division
ftsK		GO:0007059	P	IEA	chromosome segregation
ftsK		GO:0005524	F	IEA	ATP binding
ftsK		GO:0005524	F	IEA	ATP binding
ftsK		GO:0005515	F	IPI	protein binding
ftsK		GO:0005515	F	IPI	protein binding
ftsK		GO:0003677	F	IEA	DNA binding
ftsK		GO:0003677	F	IEA	DNA binding
ftsK		GO:0000166	F	IEA	nucleotide binding
lolA		GO:0072323	P	IDA	chaperone-mediated protein transport across periplasmic space
lolA		GO:0044874	P	IDA	NA
lolA		GO:0008565	F	IEA	protein transporter activity
lolA		GO:0042597	C	IEA	periplasmic space
lolA		GO:0042597	C	IEA	periplasmic space
lolA		GO:0042597	C	IEA	periplasmic space
lolA		GO:0042597	C	IEA	periplasmic space
lolA		GO:0015031	P	IEA	protein transport
lolA		GO:0015031	P	IEA	protein transport
lolA		GO:0006810	P	IEA	transport
lolA		GO:0042954	F	IEA	lipoprotein transporter activity
lolA		GO:0042954	F	IDA	lipoprotein transporter activity
lolA		GO:0042953	P	IEA	lipoprotein transport
lolA		GO:0042953	P	IDA	lipoprotein transport
lolA		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
lolA		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
lolA		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
ycaN		GO:0003700	F	IEA	sequence-specific DNA binding transcription factor activity
ycaN		GO:0006355	P	IEA	regulation of transcription, DNA-dependent
ycaN		GO:0006355	P	IEA	regulation of transcription, DNA-dependent
ycaN		GO:0003677	F	IEA	DNA binding
ycaN		GO:0006351	P	IEA	transcription, DNA-dependent
ycaN		GO:0006351	P	ISS	transcription, DNA-dependent
ycaN		GO:0006351	P	ISS	transcription, DNA-dependent
ycaO		GO:0000287	F	IDA	magnesium ion binding
ycaO		GO:0047693	F	IDA	ATP diphosphatase activity
ycaO		GO:0005829	C	IDA	cytosol
ycaO		GO:0018339	P	IMP	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid
ycaP		GO:0005886	C	IEA	plasma membrane
ycaP		GO:0005886	C	IEA	plasma membrane
ycaP		GO:0016021	C	IEA	integral to membrane
ycaP		GO:0016020	C	IEA	membrane
ycaL		GO:0004222	F	IEA	metalloendopeptidase activity
ycaL		GO:0046872	F	IEA	metal ion binding
ycaL		GO:0016787	F	IEA	hydrolase activity
ycaL		GO:0008237	F	IEA	metallopeptidase activity
ycaL		GO:0008233	F	IEA	peptidase activity
ycaL		GO:0006508	P	IEA	proteolysis
ycaL		GO:0006508	P	IEA	proteolysis
ycaR		GO:0005829	C	IDA	cytosol
gloC		GO:0019243	P	IMP	methylglyoxal catabolic process to D-lactate
gloC		GO:0004416	F	IDA	hydroxyacylglutathione hydrolase activity
gloC		GO:0005829	C	IDA	cytosol
gloC		GO:0005829	C	IDA	cytosol
gloC		GO:0046872	F	IEA	metal ion binding
gloC		GO:0016787	F	IEA	hydrolase activity
ssuA		GO:0055052	C	RCA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing
ssuA		GO:0016020	C	IEA	membrane
ssuA		GO:0006810	P	IEA	transport
ssuA		GO:0006810	P	IEA	transport
ssuA		GO:0006790	P	IEA	sulfur compound metabolic process
ssuA		GO:0042918	P	IGI	alkanesulfonate transport
ssuA		GO:0042918	P	IGI	alkanesulfonate transport
ssuA		GO:0042959	F	IGI	alkanesulfonate transporter activity
ssuA		GO:0042959	F	IGI	alkanesulfonate transporter activity
ssuA		GO:0042597	C	IEA	periplasmic space
ssuA		GO:0042597	C	IEA	periplasmic space
ssuA		GO:0042597	C	RCA	periplasmic space
elfA		GO:0007155	P	IEA	cell adhesion
elfA		GO:0043709	P	IMP	cell adhesion involved in single-species biofilm formation
elfA		GO:0009289	C	IEA	pilus
elfA		GO:0009289	C	IEA	pilus
elfA		GO:0009289	C	IEA	pilus
elfA		GO:0009289	C	IDA	pilus
elfD		GO:0044183	F	IBA	protein binding involved in protein folding
elfD		GO:0061077	P	IEA	chaperone-mediated protein folding
elfD		GO:0061077	P	IBA	chaperone-mediated protein folding
elfD		GO:0071555	P	IEA	cell wall organization
elfD		GO:0030288	C	IEA	outer membrane-bounded periplasmic space
elfD		GO:0006457	P	ISS	protein folding
elfD		GO:0043711	P	IEA	pilus organization
elfD		GO:0043711	P	IMP	pilus organization
elfD		GO:0043711	P	ISS	pilus organization
elfD		GO:0042597	C	IEA	periplasmic space
elfD		GO:0042597	C	IEA	periplasmic space
elfC		GO:0009297	P	IBA	pilus assembly
